,review,tone,bert_predicted_label,score,GptClassification:,rewritten_review,bert_rewritten_predicted_label,bert_rewritten_score,GptClassification_rewritten:
1720,paragraph below equation   the meaning of phi psi is unclear equation   phi and psi seems inverted section   the acronym mlp is used but never defined,3,3,0.95708,3,"In the paragraph below the equation, the meaning of phi and psi could be clearer. It seems that phi and psi might be inverted. Additionally, in the section, the acronym MLP is used but has not been defined.",3,0.86911,4
683,your proposed method should be compared with another method that introduced in a prestigious paperfull review,3,2,0.67613,3,It would be beneficial if you could compare your proposed method with the one introduced in a highly regarded paper for a comprehensive review.,4,0.60092,5
2497,the paper could be considered for acceptance given a rewrite of the paper and change in the title and abstract,3,3,0.75077,4,The paper has the potential for acceptance with revisions to the content and adjustments to the title and abstract.,3,0.61454,4
517,the way the study is framed here and in the main body comes off as strawmannish,2,2,0.7481,2,The way the study is framed here and in the main body seems to present a potentially oversimplified view.,3,0.4118,4
2491,the revised manuscript is acceptable,3,4,0.7187,4,The revised manuscript meets the necessary requirements and is acceptable.,3,0.53113,5
1009,in proceedings of the ieee conference on computer vision and pattern recognition pp,3,3,0.88237,3,"In the Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages",3,0.89237,3
1101,positive points demonstrated improved compression with similar performance to the standard weighted decay method,4,3,0.91873,4,The positive aspects highlight improved compression while maintaining comparable performance to the standard weighted decay method.,3,0.90866,5
2006,prior techniques which can address some of these aspects do not necessarily work with deep learning which is a key focus of the paper,3,3,0.83281,4,"Previous techniques that address some of these aspects may not effectively apply to deep learning, which is a key focus of the paper.",3,0.80132,4
1288,you need to find a better justification for using   svm than   svm loss variant is considered to be the best by the author of the paper did you try classical svm,2,3,0.53963,3,"Could you please provide a more detailed justification for using SVM as opposed to the SVM loss variant, which the author of the paper considers the best? Additionally, have you considered trying the classical SVM?",5,0.84561,5
849,why dont you just send copies of this to the two people in the world who care about it and forget the publication route,1,1,0.75788,2,"Could you consider sending copies of this to the two individuals who would be most interested, while possibly reconsidering the publication route?",2,0.69012,5
18,it is not even wrong,3,2,0.67579,2,It appears there might be some misunderstanding.,3,0.55854,4
1631,i still recommend rejection for the paper and as i said in the first review the paper is not mature enough,2,3,0.59404,3,"I still must recommend the rejection of the paper, as I mentioned in my first review, I believe the paper requires further development to reach its full potential.",3,0.382,4
1435,i find this question especially important for marl because the assumption on synchronous and noise free communication including gradients is too strong to be useful in many practical tasks,3,3,0.54335,4,"I find this question particularly important for MARL, as the assumption of synchronous and noise-free communication, including gradients, seems too strong to be applicable in many practical tasks.",4,0.50716,4
1734,the performance on one layer subspace network with only the input features could be added,3,3,0.90644,3,It would be great to consider adding the performance of one layer subspace network utilizing only the input features.,3,0.74892,5
1070,given this observation authors then propose rin a new rnn parametrization where the hidden to hidden matrix is decomposed as a learnable weight matrix plus the identity matrix,4,3,0.7115,3,"Based on this observation, the authors propose a new RNN parametrization where the hidden-to-hidden matrix is decomposed as a learnable weight matrix in addition to the identity matrix.",4,0.50438,5
1399,the experimental results are also disappointing still less than the authors,1,3,0.50528,3,The experimental results are somewhat disappointing and fall short of the authors' expectations.,4,0.59035,4
812,although no groundshaking breakthroughs are made it is worthy of publication,3,3,0.50945,4,"While there may not be groundbreaking breakthroughs, it is still worthy of publication.",4,0.39339,4
1652,maybe discuss it and the differences if any in the related work section,3,3,0.65525,4,"It might be helpful to consider discussing this in the related work section, along with any differences that may exist.",4,0.60645,5
76,they claim on page   a significant improvement of their method this is stupid,1,2,0.52329,2,"They assert on page a significant improvement of their method, which I find questionable.",2,0.50704,3
1582,since the mi is a scalar quantity strong consistency is the same as weak consistency,3,3,0.9571,3,"Since the mutual information is a scalar quantity, strong consistency is equivalent to weak consistency.",3,0.9285,4
448,despite the apparently impeccable arrangement of the essay with headings and subheadings the progression of argument is not always transparent often hindered by otiose wording,4,4,0.55151,3,"Although the essay is well-organized with headings and subheadings, the progression of the argument could be clearer and is sometimes made difficult to follow by unnecessary wording.",4,0.60092,4
2143,meanwhile the evaluation could be improved with the use of a better baseline eg using an existing planning framework such as a predictive rrt that plans to the goal,3,3,0.62664,4,"In the meantime, it might be beneficial to enhance the evaluation by employing a more effective baseline. For example, utilizing an existing planning framework like a predictive RRT that plans to the goal could be advantageous.",4,0.67881,4
2085,so the main contribution here is to adapt min max mil to the histology domain,3,3,0.93193,3,The primary contribution here appears to be applying min max mil to the histology domain.,3,0.88362,4
1404,but it is not clear exactly what the authors meant by this,4,3,0.82653,4,It would be helpful to have further clarification on exactly what the authors intended by this.,4,0.71775,5
171,this is a paper struggling not to die,3,2,0.60682,2,This paper is facing considerable challenges.,3,0.82744,4
527,i doubt that its worth publishing a handful of graphs that few would find surprising and that anyone else could generate in a day off,1,2,0.82584,2,"I am uncertain about the value of publishing a collection of graphs that might not be particularly surprising, especially since similar ones could potentially be created by others in a short amount of time.",2,0.71586,4
661,however the paper has several fundamental flaws that give it little or no value as a thoughtful piece of research or reflection contributing new knowledge perspectives or suggesting solutions to an important area of human endeavor,3,4,0.81007,2,"Although the paper has several fundamental flaws, which affect its overall contribution as a thoughtful piece of research or reflection, there may still be opportunities for improvement to enhance its value in providing new knowledge, perspectives, or solutions to an important area of human endeavor.",4,0.70027,4
1903,authors observe that the average estimation error between a given hidden state and the last hidden state gradually decreases toward zeros,4,3,0.90653,4,The authors note that the average estimation error between a given hidden state and the last hidden state tends to gradually decrease towards zero.,3,0.4879,5
1672,so the novelty is limited,3,3,0.92025,3,The novelty appears to be somewhat limited.,3,0.83994,3
223,this looks like a very early draft,3,2,0.56012,3,This appears to be an initial draft.,3,0.87708,4
1100,it is not clear exactly when this will be useful,3,3,0.92975,3,"I'm not entirely sure when this will be useful, but I would appreciate any clarification.",2,0.39192,4
1831,summary the paper extends the the recently proposed boundary equilibrium generative adversarial networks begans with the hope of generating images which are more realistic,3,3,0.8885,4,The paper builds upon the recently proposed Boundary Equilibrium Generative Adversarial Networks (BEGANs) with the goal of generating more realistic images.,3,0.86846,5
1131,can it be made crisper,2,3,0.80322,3,Could it be made more concise?,3,0.84738,4
309,this part is a little repetitive from what you said earlier i can see that there are some variation but it feels repetitive when reading it,4,3,0.53926,3,"This section seems to echo some of your earlier points. While I notice there are variations, it does come across as somewhat repetitive when reading.",2,0.42443,4
2287,see attached document,3,3,0.92877,3,Please take a look at the attached document.,5,0.72659,4
2060,strengths t there is an interesting analysis on how cnns perform better spatial relation problems in contrast to same different problems and how spatial relation problems are less sensitive to hyper parameters,4,3,0.70402,4,"There is a fascinating analysis on how CNNs exhibit better performance in spatial relation problems compared to same-different problems, and it also highlights that spatial relation problems are less sensitive to hyperparameters.",4,0.55522,5
1364,the aurthors doesnt seem to be relevant to the results of this paper because the idea proposed in this paper is rather small,2,3,0.82642,3,The authors may not appear to have a significant impact on the results of this paper as the proposed idea is relatively modest.,3,0.50238,4
630,i have three main objections to this paper it is selfcontradictory it is functionally obsolete and it has been submitted to the wrong kind of journal,3,3,0.46586,3,"I have three main concerns with this paper: it contains contradictions, its functionality seems outdated, and it appears to be submitted to a journal that may not align with its focus.",3,0.66419,4
1081,this is an interesting result and useful in its own right,3,4,0.8173,5,This is a fascinating result and valuable on its own merits.,4,0.51187,5
1636,authors seems kind of strange,1,2,0.76808,3,The author seems a bit unconventional.,2,0.6443,4
2059,a misleading formulation,3,3,0.91607,2,a potentially unclear formulation,3,0.9421,3
995,do we still have local quasi convexity for the weights of each layer when there are multiple nonlinear layers above it,3,3,0.90682,4,Could you please clarify if local quasi convexity for the weights of each layer is still applicable when there are multiple nonlinear layers above it?,5,0.83369,5
873,i just dont get the point of this,3,2,0.62019,3,I'm having a bit of difficulty understanding the point of this.,2,0.74725,3
1470,there are an infinite number of nonlinear ica solutions which one is the proposed method going to return and why is that relevant,3,3,0.93435,3,There are countless nonlinear Independent Component Analysis (ICA) solutions available; could you please clarify which one the proposed method will return and explain its relevance?,5,0.8439,5
1985,terms like this will emerge in many other models where one assumes diagonal covariance gaussians in fact the easiest model to justify this penalty is just to say one introduces diagonal gaussian prior over activations and thats it,4,3,0.94568,3,"In many models, terms like this will likely arise when assuming diagonal covariance Gaussians. The simplest way to justify this penalty is to introduce a diagonal Gaussian prior over activations.",3,0.92842,0
375,first the paper is for a large part incomprehensible,3,3,0.8077,2,The paper seems quite challenging to understand in several sections.,4,0.63026,4
235,references are incomplete listing only year and not volume page numbers etc the lack of attention to this detail is a pet peeve,2,2,0.7282,2,"I noticed that the references are missing some details, such as the volume and page numbers, along with the year. Paying closer attention to these details would be greatly appreciated, as I find them quite important. Thank you!",5,0.82975,5
1537,since these experiments are quick to run it would be helpful to get more information on how the gap between the methods change as the dimensionality increases eg a surface plot with d and of iterations on the x and y axes,3,3,0.56083,4,"Considering that these experiments are quick to run, it would be greatly beneficial to obtain more information on how the gap between the methods evolves as dimensionality increases, such as through a surface plot with dimensions and number of iterations on the x and y axes, respectively.",4,0.66762,5
137,this whole paper is wildly speculative and needlessly convoluted,2,2,0.51926,2,This paper appears to have many speculative elements and seems quite complex.,3,0.79249,4
25,are the   random reps chosen at random,2,3,0.94183,2,Are the random representatives selected randomly?,3,0.76639,4
1280,the framework is represented by a feed forward deep architecture analogous to a residual network,3,3,0.94813,4,The framework is represented by a feed-forward deep architecture similar to a residual network.,3,0.91842,4
1396,the resulting image can be subtracted from the original encoding to highlight problematic areas,3,3,0.86691,3,The resulting image can be subtracted from the original encoding to emphasize areas that may require attention.,3,0.86355,5
826,this would seem to constitute the very minimum basic scientific requirement for attempting to publish a body of unoriginal data,3,3,0.57173,3,This appears to represent the fundamental scientific requirement for attempting to publish a collection of previously established data.,3,0.81618,5
465,since the manuscript is so lacking in all aspects i wont bother going through it in detail,2,2,0.84004,2,"Given the challenges present in the manuscript, I won't be able to review it in detail at this time.",2,0.6564,4
1913,this is a crucial parameters that is however not discussed nor analysed in the paper,3,3,0.84991,3,"This is an important parameter that, unfortunately, is not discussed or analyzed in the paper.",3,0.75352,4
2482,changes made by the authors are acceptable,4,4,0.69728,4,The changes made by the authors are satisfactory.,4,0.77948,4
2184,the noise may take various forms either uncorrelated or factored and its magnitude is trained by gradient descent along other parameters,3,3,0.95657,4,"The noise can manifest in various forms, either uncorrelated or factored, and its magnitude is refined through gradient descent alongside other parameters.",3,0.91611,5
1053,i would highly recommend the authors to study the review advances in nonlinear blind source separation by jutten and karhunen   to understand the problems they are trying to solve,5,4,0.70318,4,"I kindly suggest that the authors consider studying the review ""Advances in Nonlinear Blind Source Separation"" by Jutten and Karhunen for a deeper understanding of the problems they are addressing.",4,0.63998,5
196,this is an area ripe for future research,2,4,0.46852,5,This area presents promising opportunities for future research.,4,0.54238,5
295,this submission looks more like an advertising booklet rather than a research paper,2,3,0.59353,3,This submission seems to resemble an advertising booklet more than a traditional research paper.,3,0.57706,3
177,the results look like a smorgasbord of data,1,3,0.69188,3,The results resemble a diverse collection of data.,3,0.80165,4
794,in other words the referee thinks this work is stuck in the past the referee would rather talk about the future some of the senior coauthors were the future once,2,2,0.73778,3,"The referee seems to feel that this work is focused on past developments, and they would prefer to discuss more forward-looking perspectives. Interestingly, some of the senior coauthors were once considered pioneers of the future.",4,0.56122,4
1441,mostly it is hard to estimate what is the contribution of the model and how the results differ from baseline models,3,3,0.93531,3,It can often be challenging to determine the model's contribution and to distinguish how the results vary from baseline models.,4,0.47104,4
1826,experimental results for classification are not convincing enough,3,3,0.94906,3,The experimental results for classification could benefit from further evidence to enhance their persuasiveness.,3,0.57129,4
1541,need to expand the related work section to go over more literature on structured rnn,3,3,0.70659,3,It would be helpful to expand the related work section to include a more comprehensive review of the literature on structured RNN.,4,0.76605,4
1940,however earlier they admitted that whether or not a similar conjecture holds for image manifolds is unclear and should be investigated in future work,3,3,0.92838,4,"Previously, they acknowledged that it is uncertain whether a similar conjecture applies to image manifolds, and suggested that this should be explored in future research.",3,0.69598,5
965,the authors include a few other methods for comparision but i think it would be very helpful to include also some methods that use a completely different approach to reduce the memory footprint,4,4,0.80577,4,"The authors include a few other methods for comparison, and I believe it would be quite beneficial to also include some methods that employ a completely different approach to reduce the memory footprint.",4,0.7688,4
130,this technique will never work,2,2,0.65317,2,I'm not sure this technique will be effective.,2,0.78549,4
347,often sounds like a precocious highschool student who is trying to show off how clever he is,1,2,0.62942,2,He often comes across as an enthusiastic high school student eager to demonstrate his intelligence.,2,0.47193,4
1863,thats why the proposed method only uses   parameters,3,3,0.93535,3,That is why the proposed method utilizes only parameters.,3,0.91004,4
1063,i do not understand why we would like to assume,2,2,0.8355,3,I am curious about our reasoning behind making such an assumption.,2,0.71041,4
1686,it seems you have exchanged first name and last name plus the corresponding reference is quite strange,2,2,0.79779,3,"It appears that the first and last names might be reversed, and the corresponding reference seems a bit unusual.",3,0.8754,4
237,it is unclear how this would advance the field beyond providing additional previously unknown information,2,3,0.95192,4,"It is not immediately clear how this might advance the field, beyond offering additional information that was previously unknown.",3,0.86733,4
441,pity about the main thesis,3,2,0.66619,3,It's unfortunate about the main thesis.,2,0.6778,3
1809,there are a number of typos and oversights abstract variation dropout section   x is never used m in b m sigmaepsilon is never defined is it the x above in section   equation   subscript of x i is missing section   ungrammatical sentence even though l,3,3,0.95155,2,"There are a few areas you might want to review: in the Abstract, there are several typos and some oversights. In the Variation Dropout section, 'x' is mentioned but not used, and 'm in b m sigmaepsilon' is not defined—perhaps it refers to 'x' mentioned earlier in the section? Additionally, in one of the equations, the subscript 'x i' seems to be missing. In the same section, there's also a sentence that may require grammatical refinement.",3,0.74484,4
