,review,tone,predicted_label,score,rewritten_review,rewrite_predicted_label,rewrite_score,GptClassification:
1288,you need to find a better justification for using   svm than   svm loss variant is considered to be the best by the author of the paper did you try classical svm,2,3,0.53963,"Could you please provide a more detailed justification for using the SVM variant, considering the paper's author deems it the best? Have you also considered trying the classical SVM?",5,0.84664,2
849,why dont you just send copies of this to the two people in the world who care about it and forget the publication route,1,1,0.75788,"Could you consider sending copies of this to the two individuals who may find it most interesting, and perhaps reconsider the publication process?",2,0.59668,1
18,it is not even wrong,3,2,0.67579,It could be improved with some adjustments.,3,0.9151,1
1631,i still recommend rejection for the paper and as i said in the first review the paper is not mature enough,2,3,0.59404,"I appreciate the effort that went into this paper, but I still recommend its rejection. As mentioned in my initial review, I believe the paper is not yet mature enough.",4,0.5887,2
1435,i find this question especially important for marl because the assumption on synchronous and noise free communication including gradients is too strong to be useful in many practical tasks,3,3,0.54335,"I find this question particularly important for MARL because the assumption of synchronous and noise-free communication, including gradients, seems quite strong and may not be applicable in many practical situations.",3,0.51586,4
1734,the performance on one layer subspace network with only the input features could be added,3,3,0.90644,The performance on the one-layer subspace network using only the input features might be considered for addition.,3,0.91869,3
1070,given this observation authors then propose rin a new rnn parametrization where the hidden to hidden matrix is decomposed as a learnable weight matrix plus the identity matrix,4,3,0.7115,"Based on this observation, the authors then propose a new RNN parametrization in which the hidden-to-hidden matrix is decomposed into a learnable weight matrix combined with the identity matrix.",4,0.50846,3
1399,the experimental results are also disappointing still less than the authors,1,3,0.50528,The experimental results do not meet expectations and fall short of what the authors anticipated.,3,0.59872,2
812,although no groundshaking breakthroughs are made it is worthy of publication,3,3,0.50945,"While there may not be groundbreaking breakthroughs, it is still deserving of publication.",2,0.30428,4
1652,maybe discuss it and the differences if any in the related work section,3,3,0.65525,It might be helpful to discuss this and any differences in the related work section.,4,0.65826,3
76,they claim on page   a significant improvement of their method this is stupid,1,2,0.52329,"They claim on page a significant improvement of their method, which I find questionable.",2,0.44439,1
1582,since the mi is a scalar quantity strong consistency is the same as weak consistency,3,3,0.9571,"Since the MI is a scalar quantity, strong consistency is equivalent to weak consistency.",3,0.93104,3
448,despite the apparently impeccable arrangement of the essay with headings and subheadings the progression of argument is not always transparent often hindered by otiose wording,4,4,0.55151,"Although the essay is well-organized with headings and subheadings, the progression of the argument could be clearer, as it is sometimes impeded by superfluous wording.",4,0.6045,3
2143,meanwhile the evaluation could be improved with the use of a better baseline eg using an existing planning framework such as a predictive rrt that plans to the goal,3,3,0.62664,"Meanwhile, it would be beneficial to enhance the evaluation by utilizing a more effective baseline, such as incorporating an existing planning framework like a predictive RRT that plans towards the goal.",4,0.68067,3
2085,so the main contribution here is to adapt min max mil to the histology domain,3,3,0.93193,Could it be said that the primary contribution here is to adapt min-max MIL to the histology domain?,3,0.91778,3
1404,but it is not clear exactly what the authors meant by this,4,3,0.82653,It would be helpful if the authors could clarify their intended meaning for this point.,4,0.78031,3
171,this is a paper struggling not to die,3,2,0.60682,This is a paper that is facing challenges but has the potential to flourish.,3,0.49131,1
527,i doubt that its worth publishing a handful of graphs that few would find surprising and that anyone else could generate in a day off,1,2,0.82584,I am unsure if publishing a series of graphs that may not be surprising to many and could be created by others in a short time would be beneficial.,2,0.71965,2
661,however the paper has several fundamental flaws that give it little or no value as a thoughtful piece of research or reflection contributing new knowledge perspectives or suggesting solutions to an important area of human endeavor,3,4,0.81007,"However, the paper contains several fundamental issues that may impact its value as a thoughtful piece of research or reflection in terms of contributing new knowledge, perspectives, or suggesting solutions in an important area of human endeavor.",4,0.6719,2
1903,authors observe that the average estimation error between a given hidden state and the last hidden state gradually decreases toward zeros,4,3,0.90653,The authors note that the average estimation error between a specific hidden state and the last hidden state progressively diminishes towards zero.,4,0.48546,3
1672,so the novelty is limited,3,3,0.92025,The novelty appears to be somewhat limited.,3,0.83994,2
223,this looks like a very early draft,3,2,0.56012,This appears to be an initial draft.,3,0.87708,2
1100,it is not clear exactly when this will be useful,3,3,0.92975,Could you please clarify when this might be useful?,5,0.81874,3
1831,summary the paper extends the the recently proposed boundary equilibrium generative adversarial networks begans with the hope of generating images which are more realistic,3,3,0.8885,The paper provides an extension to the recently introduced Boundary Equilibrium Generative Adversarial Networks (BEGANs) with the aim of producing images that appear more realistic.,3,0.87763,3
1131,can it be made crisper,2,3,0.80322,Could it be made more concise?,3,0.84738,3
309,this part is a little repetitive from what you said earlier i can see that there are some variation but it feels repetitive when reading it,4,3,0.53926,"It seems that this part echoes some points mentioned earlier. While there are some variations, it feels a bit repetitive upon reading.",3,0.85893,3
2287,see attached document,3,3,0.92877,Kindly review the attached document.,5,0.61984,3
2060,strengths t there is an interesting analysis on how cnns perform better spatial relation problems in contrast to same different problems and how spatial relation problems are less sensitive to hyper parameters,4,3,0.70402,"There is an intriguing analysis on how convolutional neural networks (CNNs) perform better in spatial relation problems compared to same-different problems, and how spatial relation problems are less sensitive to hyperparameters.",3,0.5186,4
1364,the aurthors doesnt seem to be relevant to the results of this paper because the idea proposed in this paper is rather small,2,3,0.82642,"The authors may not appear to have a significant impact on the results of this paper, as the idea proposed seems to be relatively minor.",3,0.50557,2
630,i have three main objections to this paper it is selfcontradictory it is functionally obsolete and it has been submitted to the wrong kind of journal,3,3,0.46586,"I have three main concerns regarding this paper: it appears to contain some self-contradictory elements, it seems functionally outdated, and it may have been submitted to a journal that is not the most suitable for its focus.",3,0.65419,2
1081,this is an interesting result and useful in its own right,3,4,0.8173,This is a fascinating result and valuable in its own right.,4,0.46994,5
1636,authors seems kind of strange,1,2,0.76808,The authors appear to have a unique perspective.,4,0.44953,2
2059,a misleading formulation,3,3,0.91607,a potentially unclear formulation,3,0.9421,2
995,do we still have local quasi convexity for the weights of each layer when there are multiple nonlinear layers above it,3,3,0.90682,Could you please let me know if we still have local quasi-convexity for the weights of each layer when there are multiple nonlinear layers above it?,5,0.81662,3
873,i just dont get the point of this,3,2,0.62019,I am having a bit of difficulty understanding the purpose of this.,2,0.73962,2
1470,there are an infinite number of nonlinear ica solutions which one is the proposed method going to return and why is that relevant,3,3,0.93435,There are numerous possible solutions to nonlinear ICA. Could you please elaborate on which solution the proposed method is expected to yield and why it holds relevance?,5,0.84512,3
1985,terms like this will emerge in many other models where one assumes diagonal covariance gaussians in fact the easiest model to justify this penalty is just to say one introduces diagonal gaussian prior over activations and thats it,4,3,0.94568,"It's likely that terms like this will appear in many other models where diagonal covariance Gaussians are assumed. In fact, the most straightforward way to justify this penalty is to state that a diagonal Gaussian prior is introduced over the activations, and that's the explanation.",3,0.88724,3
375,first the paper is for a large part incomprehensible,3,3,0.8077,The paper is quite challenging to understand in certain parts.,4,0.55007,2
235,references are incomplete listing only year and not volume page numbers etc the lack of attention to this detail is a pet peeve,2,2,0.7282,"The references seem to be incomplete, listing only the year without including the volume and page numbers. Paying attention to such details is something I really value.",2,0.50367,2
1537,since these experiments are quick to run it would be helpful to get more information on how the gap between the methods change as the dimensionality increases eg a surface plot with d and of iterations on the x and y axes,3,3,0.56083,"Considering the quick nature of these experiments, it would be greatly appreciated to have more information on how the gap between the methods changes as the dimensionality increases. For example, a surface plot with dimensions and iterations on the x and y axes could be very helpful.",4,0.79934,4
137,this whole paper is wildly speculative and needlessly convoluted,2,2,0.51926,This paper seems to explore some speculative ideas and presents a complex narrative.,3,0.74139,2
25,are the   random reps chosen at random,2,3,0.94183,Are the random representatives chosen randomly?,3,0.76268,2
1280,the framework is represented by a feed forward deep architecture analogous to a residual network,3,3,0.94813,The framework is characterized by a feed-forward deep architecture that is comparable to a residual network.,3,0.9022,3
1396,the resulting image can be subtracted from the original encoding to highlight problematic areas,3,3,0.86691,The resulting image can be subtracted from the original encoding to emphasize areas that may require attention.,3,0.86355,3
826,this would seem to constitute the very minimum basic scientific requirement for attempting to publish a body of unoriginal data,3,3,0.57173,This appears to represent the fundamental scientific requirement for attempting to publish a collection of previously established data.,3,0.81618,2
465,since the manuscript is so lacking in all aspects i wont bother going through it in detail,2,2,0.84004,"Considering the manuscript needs improvement in various areas, I feel it would be more beneficial to revisit it at a later stage.",4,0.62245,1
1913,this is a crucial parameters that is however not discussed nor analysed in the paper,3,3,0.84991,"This crucial parameter is not discussed or analyzed in the paper, and I believe it would add significant value to the study if it were addressed.",4,0.46575,3
2482,changes made by the authors are acceptable,4,4,0.69728,The changes made by the authors are satisfactory.,4,0.77948,4
2184,the noise may take various forms either uncorrelated or factored and its magnitude is trained by gradient descent along other parameters,3,3,0.95657,"The noise can manifest in various forms, either uncorrelated or factored, and its magnitude is adjusted through gradient descent alongside other parameters.",3,0.91726,3
1053,i would highly recommend the authors to study the review advances in nonlinear blind source separation by jutten and karhunen   to understand the problems they are trying to solve,5,4,0.70318,"I would kindly suggest that the authors review the work ""Advances in Nonlinear Blind Source Separation"" by Jutten and Karhunen, as it may offer valuable insights into the problems they are addressing.",4,0.65801,4
196,this is an area ripe for future research,2,4,0.46852,This is an area with great potential for future research.,3,0.60868,5
295,this submission looks more like an advertising booklet rather than a research paper,2,3,0.59353,This submission seems to have a presentation style that resembles an advertising booklet more than a traditional research paper.,3,0.57684,2
177,the results look like a smorgasbord of data,1,3,0.69188,The results appear to be a diverse collection of data.,3,0.82991,2
794,in other words the referee thinks this work is stuck in the past the referee would rather talk about the future some of the senior coauthors were the future once,2,2,0.73778,"In other words, the referee feels that this work is focused on past achievements and would prefer a discussion oriented towards future developments. It's worth noting that some of the senior coauthors were once considered forward-thinking pioneers in their field.",4,0.39219,2
1441,mostly it is hard to estimate what is the contribution of the model and how the results differ from baseline models,3,3,0.93531,It can often be challenging to determine the specific contribution of the model and to understand how the results differ from those of the baseline models.,4,0.65035,3
1826,experimental results for classification are not convincing enough,3,3,0.94906,The experimental results for classification could be more persuasive and substantial.,3,0.7549,2
1541,need to expand the related work section to go over more literature on structured rnn,3,3,0.70659,It would be beneficial to expand the related work section to include a more comprehensive review of the literature on structured RNN.,4,0.75192,3
1940,however earlier they admitted that whether or not a similar conjecture holds for image manifolds is unclear and should be investigated in future work,3,3,0.92838,"However, they previously acknowledged that it is uncertain whether a similar conjecture applies to image manifolds, suggesting that this matter warrants further investigation in future work.",3,0.79199,4
965,the authors include a few other methods for comparision but i think it would be very helpful to include also some methods that use a completely different approach to reduce the memory footprint,4,4,0.80577,"The authors have included a few methods for comparison, and I believe it would be quite beneficial to also include some methods that utilize a completely different approach to reduce the memory footprint.",4,0.80225,4
130,this technique will never work,2,2,0.65317,I have some doubts about the effectiveness of this technique.,2,0.65678,2
347,often sounds like a precocious highschool student who is trying to show off how clever he is,1,2,0.62942,It often gives the impression of a talented high school student who is eager to demonstrate their cleverness.,2,0.54712,1
1863,thats why the proposed method only uses   parameters,3,3,0.93535,That's the reason the proposed method exclusively utilizes parameters.,3,0.80534,3
1063,i do not understand why we would like to assume,2,2,0.8355,I am curious about the reasoning behind our decision to assume.,2,0.72542,3
1686,it seems you have exchanged first name and last name plus the corresponding reference is quite strange,2,2,0.79779,"It appears that the first name and last name might have been switched, and the reference seems a bit unusual.",3,0.81983,2
237,it is unclear how this would advance the field beyond providing additional previously unknown information,2,3,0.95192,It is not immediately clear how this would advance the field beyond offering some additional previously unknown information.,3,0.89136,3
441,pity about the main thesis,3,2,0.66619,It’s unfortunate about the main thesis.,2,0.6992,2
1809,there are a number of typos and oversights abstract variation dropout section   x is never used m in b m sigmaepsilon is never defined is it the x above in section   equation   subscript of x i is missing section   ungrammatical sentence even though l,3,3,0.95155,"There are a number of typos and oversights: the ""abstract variation dropout"" section does not make use of ""x,"" ""m,"" ""b,"" or ""m sigmaepsilon,"" which have not been defined, possibly referring to the ""x"" above in the section. Additionally, an equation is missing the subscript of ""x i"" in the section, and there is an ungrammatical sentence present.",3,0.8954,2
